country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
India,IND,24-02-2022,1764970949,964304634,782222068,3279790,3005569,126.67,69.2,56.14,2157,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,25-02-2022,1768596814,964818498,785172630,3625865,2951415,126.93,69.24,56.35,2118,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,26-02-2022,1772317897,965336168,788213991,3721083,2978636,127.19,69.28,56.57,2138,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,27-02-2022,1773724815,965531308,789372639,1406918,2902576,127.29,69.29,56.65,2083,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,28-02-2022,1775178647,965733580,790556254,1453832,2769656,127.4,69.31,56.74,1988,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,01-03-2022,1776674379,965923463,791803734,1495732,2450184,127.51,69.32,56.82,1758,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,02-03-2022,1778253673,966125454,793112322,1579294,2366073,127.62,69.34,56.92,1698,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,03-03-2022,1781445039,966508496,795778169,3191366,2353441,127.85,69.36,57.11,1689,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,04-03-2022,1784081444,966810216,797997103,2636405,2212090,128.04,69.38,57.27,1588,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,05-03-2022,1786849348,967153861,800304849,2767904,2075922,128.24,69.41,57.44,1490,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,06-03-2022,1787845508,967279389,801141086,996160,2017242,128.31,69.42,57.5,1448,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,07-03-2022,1789317128,967460932,802358408,1471620,2019783,128.41,69.43,57.58,1450,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,08-03-2022,1791553063,967725805,804228336,2235935,2125526,128.57,69.45,57.72,1525,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,09-03-2022,1793520158,967946798,805886615,1967095,2180926,128.71,69.47,57.84,1565,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,10-03-2022,1795443790,968154309,807510151,1923632,1999822,128.85,69.48,57.95,1435,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,11-03-2022,1798217482,968454151,809861857,2773692,2019434,129.05,69.5,58.12,1449,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,12-03-2022,1799411716,968594304,810857880,1194234,1794624,129.14,69.51,58.19,1288,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,13-03-2022,1800720203,968738370,811980554,1308487,1839242,129.23,69.52,58.27,1320,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,14-03-2022,1802515613,968928555,813501336,1795410,1885498,129.36,69.54,58.38,1353,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,15-03-2022,1804173297,969097787,814906002,1657684,1802891,129.48,69.55,58.48,1294,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,16-03-2022,1806005751,969281482,816469839,1832454,1783656,129.61,69.56,58.6,1280,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,17-03-2022,1808015400,970008356,817667068,2009649,1795944,129.75,69.61,58.68,1289,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,18-03-2022,1809229692,970523455,818324294,1214292,1573173,129.84,69.65,58.73,1129,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,19-03-2022,1810472831,971067179,818968798,1243139,1580159,129.93,69.69,58.77,1134,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,20-03-2022,1811384731,971428124,819491293,911900,1523504,130,69.72,58.81,1093,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,21-03-2022,1813883509,972808865,820497326,2498778,1623985,130.18,69.82,58.88,1165,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,22-03-2022,1816439799,974339631,821413590,2556290,1752357,130.36,69.92,58.95,1258,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,23-03-2022,1820574288,976963865,822790602,4134489,2081220,130.66,70.11,59.05,1494,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,24-03-2022,1824268730,979236978,824066700,3694442,2321904,130.92,70.28,59.14,1666,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,25-03-2022,1826265830,980435665,824764568,1997100,2433734,131.06,70.36,59.19,1747,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,26-03-2022,1830285290,982687842,826360688,4019460,2830351,131.35,70.52,59.3,2031,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,27-03-2022,1831347741,983190780,826884564,1062451,2851859,131.43,70.56,59.34,2047,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,28-03-2022,1833040014,984051283,827610878,1692273,2736644,131.55,70.62,59.39,1964,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,29-03-2022,1834500657,984838143,828229455,1460643,2580123,131.66,70.68,59.44,1852,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
