country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
India,IND,17-01-2021,224301,224301,,33120,112150,0.02,0.02,,80,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,18-01-2021,454049,454049,,229748,151350,0.03,0.03,,109,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,19-01-2021,674835,674835,,220786,168709,0.05,0.05,,121,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,20-01-2021,806484,806484,,131649,161297,0.06,0.06,,116,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,21-01-2021,1043534,1043534,,237050,173922,0.07,0.07,,125,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,22-01-2021,1390592,1390592,,347058,198656,0.1,0.1,,143,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,23-01-2021,1582201,1582201,,191609,198717,0.11,0.11,,143,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,24-01-2021,1615504,1615504,,33303,198743,0.12,0.12,,143,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,25-01-2021,2023809,2023809,,408305,224251,0.15,0.15,,161,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,26-01-2021,2029480,2029480,,5671,193521,0.15,0.15,,139,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,27-01-2021,2355979,2355979,,326499,221356,0.17,0.17,,159,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,28-01-2021,2928053,2928053,,572074,269217,0.21,0.21,,193,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,29-01-2021,3500027,3500027,,571974,301348,0.25,0.25,,216,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,30-01-2021,3744334,3744334,,244307,308876,0.27,0.27,,222,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,31-01-2021,3758843,3758843,,14509,306191,0.27,0.27,,220,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,01-02-2021,3950156,3950156,,191313,275192,0.28,0.28,,197,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,02-02-2021,4138918,4138918,,188762,301348,0.3,0.3,,216,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,03-02-2021,4449552,4449552,,310634,299082,0.32,0.32,,215,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,04-02-2021,4959445,4959445,,509893,290199,0.36,0.36,,208,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,05-02-2021,5416849,5416849,,457404,273832,0.39,0.39,,197,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,06-02-2021,5775322,5775322,,358473,290141,0.41,0.41,,208,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,07-02-2021,5812362,5812362,,37040,293360,0.42,0.42,,211,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,08-02-2021,6259008,6259008,,446646,329836,0.45,0.45,,237,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,09-02-2021,6611561,6611561,,352553,353235,0.47,0.47,,254,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,10-02-2021,7017114,7017114,,405553,366795,0.5,0.5,,263,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,11-02-2021,7505010,7505010,,487896,363652,0.54,0.54,,261,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,12-02-2021,7967647,7967647,,462637,364400,0.57,0.57,,262,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,13-02-2021,8052454,8044786,7668,84807,325305,0.58,0.58,0,233,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,14-02-2021,,,,,353179,,,,253,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,15-02-2021,8516771,8418653,98118,,322538,0.61,0.6,0.01,231,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,16-02-2021,8857341,8641002,216339,340570,320826,0.64,0.62,0.02,230,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,17-02-2021,9186757,8844641,342116,329416,309949,0.66,0.63,0.02,222,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,18-02-2021,9846523,9381591,464932,659766,334502,0.71,0.67,0.03,240,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,19-02-2021,10449942,9693000,756942,603419,354614,0.75,0.7,0.05,254,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,20-02-2021,10838323,9964383,873940,388381,397981,0.78,0.72,0.06,286,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,21-02-2021,11085173,10124531,960642,246850,400080,0.8,0.73,0.07,287,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,22-02-2021,11424094,10308552,1115542,338921,415332,0.82,0.74,0.08,298,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,23-02-2021,11907392,10585757,1321635,483298,435722,0.85,0.76,0.09,313,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,24-02-2021,12366633,10884879,1481754,459241,454268,0.89,0.78,0.11,326,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,25-02-2021,13067047,11206188,1860859,700414,460075,0.94,0.8,0.13,330,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,26-02-2021,13756940,11552857,2204083,689893,472428,0.99,0.83,0.16,339,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,27-02-2021,14242547,11788669,2453878,485607,486318,1.02,0.85,0.18,349,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,28-02-2021,14301266,11845075,2456191,58719,459442,1.03,0.85,0.18,330,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,01-03-2021,14854136,12256337,2597799,552870,490006,1.07,0.88,0.19,352,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,02-03-2021,15620749,12906771,2713978,766613,530480,1.12,0.93,0.19,381,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,03-03-2021,16616048,13739121,2876927,995299,607059,1.19,0.99,0.21,436,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,04-03-2021,18005503,14796835,3208668,1389455,705494,1.29,1.06,0.23,506,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,05-03-2021,19497704,15996683,3501021,1492201,820109,1.4,1.15,0.25,589,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,06-03-2021,20922344,17168303,3754041,1424640,954257,1.5,1.23,0.27,685,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,07-03-2021,20989010,17227903,3761107,66666,955392,1.51,1.24,0.27,686,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,08-03-2021,23008733,18943283,4065450,2019723,1164942,1.65,1.36,0.29,836,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,09-03-2021,24367906,20004227,4363679,1359173,1249594,1.75,1.44,0.31,897,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,10-03-2021,25685011,21034481,4650530,1317105,1295566,1.84,1.51,0.33,930,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,11-03-2021,26164920,21435841,4729079,479909,1165631,1.88,1.54,0.34,837,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,12-03-2021,28218457,23075504,5142953,2053537,1245822,2.03,1.66,0.37,894,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,13-03-2021,29738409,24307635,5430774,1519952,1259438,2.13,1.74,0.39,904,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,14-03-2021,29908038,24452385,5455653,169629,1274147,2.15,1.75,0.39,914,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,15-03-2021,32947432,27079484,5867948,3039394,1419814,2.36,1.94,0.42,1019,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,16-03-2021,35064536,28862037,6202499,2117104,1528090,2.52,2.07,0.45,1097,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,17-03-2021,37143255,30600787,6542468,2078719,1636892,2.67,2.2,0.47,1175,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,18-03-2021,39339817,32426230,6913587,2196562,1882128,2.82,2.33,0.5,1351,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,19-03-2021,42063392,34842030,7221362,2723575,1977848,3.02,2.5,0.52,1419,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,20-03-2021,44603841,37125187,7478654,2540449,2123633,3.2,2.66,0.54,1524,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,21-03-2021,45065998,37574302,7491696,462157,2165423,3.23,2.7,0.54,1554,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,22-03-2021,48494594,40631153,7863441,3428596,2221023,3.48,2.92,0.56,1594,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,23-03-2021,50841286,42731952,8109334,2346692,2253821,3.65,3.07,0.58,1617,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,24-03-2021,53145709,44846538,8299171,2304423,2286065,3.81,3.22,0.6,1641,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,25-03-2021,55504440,47001472,8502968,2358731,2309232,3.98,3.37,0.61,1657,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,26-03-2021,58109773,49426618,8683155,2605333,2292340,4.17,3.55,0.62,1645,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,27-03-2021,60269782,51441436,8828346,2160009,2237992,4.33,3.69,0.63,1606,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,28-03-2021,60530435,51660234,8870201,260653,2209205,4.34,3.71,0.64,1585,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,29-03-2021,61113354,52211398,8901956,582919,1802680,4.39,3.75,0.64,1294,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,30-03-2021,63054353,53989035,9065318,1940999,1744724,4.53,3.87,0.65,1252,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,31-03-2021,65117896,55783201,9334695,2063543,1710312,4.67,4,0.67,1227,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,01-04-2021,68789138,59148798,9640340,3671242,1897814,4.94,4.24,0.69,1362,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,02-04-2021,73054295,63081589,9972706,4265157,2134932,5.24,4.53,0.72,1532,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,03-04-2021,75979651,65739470,10240181,2925356,2244267,5.45,4.72,0.73,1611,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,04-04-2021,79105163,68678838,10426325,3125512,2653533,5.68,4.93,0.75,1904,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,05-04-2021,83110926,72277309,10833617,4005763,3142510,5.96,5.19,0.78,2255,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,06-04-2021,87077474,75937015,11140459,3966548,3431874,6.25,5.45,0.8,2463,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,07-04-2021,90198673,78763027,11435646,3121199,3582968,6.47,5.65,0.82,2571,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,08-04-2021,94334262,82456522,11877740,4135589,3649303,6.77,5.92,0.85,2619,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,09-04-2021,98075160,85763852,12311308,3740898,3574409,7.04,6.15,0.88,2565,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,10-04-2021,101595147,88885961,12709186,3519987,3659357,7.29,6.38,0.91,2626,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,11-04-2021,104528565,91587400,12941165,2933418,3631915,7.5,6.57,0.93,2606,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,12-04-2021,108533085,95043039,13490046,4004520,3631737,7.79,6.82,0.97,2606,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,13-04-2021,111179578,97301914,13877664,2646493,3443158,7.98,6.98,1,2471,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,14-04-2021,114493238,100179199,14314039,3313660,3470652,8.22,7.19,1.03,2491,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,15-04-2021,117223509,102349255,14874254,2730271,3269892,8.41,7.35,1.07,2347,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,16-04-2021,119937641,104408484,15529157,2714132,3123212,8.61,7.49,1.11,2241,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,17-04-2021,122622590,106431076,16191514,2684949,3003920,8.8,7.64,1.16,2156,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,18-04-2021,123852566,107371770,16480796,1229976,2760572,8.89,7.71,1.18,1981,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,19-04-2021,127129113,109659181,17469932,3276547,2656575,9.12,7.87,1.25,1907,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,20-04-2021,,,,,2458290,,,,1764,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,21-04-2021,129646105,111673361,17972744,,2164695,9.3,8.01,1.29,1554,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,22-04-2021,132754608,113584269,19170339,3108503,2218728,9.53,8.15,1.38,1592,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,23-04-2021,,,,,2137213,,,,1534,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,24-04-2021,,,,,2059866,,,,1478,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,25-04-2021,139185173,117795008,21390165,,2190372,9.99,8.45,1.54,1572,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,26-04-2021,142524947,119886252,22638695,3339774,2199405,10.23,8.6,1.62,1578,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,27-04-2021,144879233,121263287,23615946,2354286,2355946,10.4,8.7,1.69,1691,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,28-04-2021,147053392,122538179,24515213,2174159,2486755,10.55,8.79,1.76,1785,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,29-04-2021,149268772,123811908,25456864,2215380,2359166,10.71,8.89,1.83,1693,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,30-04-2021,151998107,125376952,26621155,2729335,2442854,10.91,9,1.91,1753,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,01-05-2021,153626325,126328970,27297355,1628218,2369239,11.03,9.07,1.96,1700,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,02-05-2021,154211511,126704151,27507360,585186,2146620,11.07,9.09,1.97,1541,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,03-05-2021,156082136,127696675,28385461,1870625,1936741,11.2,9.16,2.04,1390,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,04-05-2021,157750752,128627919,29122833,1668616,1838788,11.32,9.23,2.09,1320,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,05-05-2021,159931238,129730641,30200597,2180486,1839692,11.48,9.31,2.17,1320,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,06-05-2021,162603603,131058890,31544713,2672365,1904976,11.67,9.41,2.26,1367,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,07-05-2021,165190000,132294827,32895173,2586397,1884556,11.86,9.49,2.36,1352,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,08-05-2021,167493857,133366482,34127375,2303857,1981076,12.02,9.57,2.45,1422,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,09-05-2021,168304868,133854676,34450192,811011,2013337,12.08,9.61,2.47,1445,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,10-05-2021,171098918,135192013,35906905,2794050,2145255,12.28,9.7,2.58,1540,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,11-05-2021,173862643,136557345,37305298,2763725,2301699,12.48,9.8,2.68,1652,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,12-05-2021,176045577,137805245,38240332,2182934,2302048,12.63,9.89,2.74,1652,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,13-05-2021,178361846,139087590,39274256,2316269,2251178,12.8,9.98,2.82,1616,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,14-05-2021,179646413,139861462,39784951,1284567,2065202,12.89,10.04,2.86,1482,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,15-05-2021,181544536,141132112,40412424,1898123,2007240,13.03,10.13,2.9,1441,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,16-05-2021,182251006,141764335,40486671,706470,1992305,13.08,10.17,2.91,1430,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,17-05-2021,183817204,143090218,40726986,1566198,1816898,13.19,10.27,2.92,1304,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,18-05-2021,185191602,144270200,40921402,1374398,1618423,13.29,10.35,2.94,1161,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,19-05-2021,186410600,145333606,41076994,1218998,1480718,13.38,10.43,2.95,1063,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,20-05-2021,187886885,146624652,41262233,1476285,1360720,13.48,10.52,2.96,977,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,21-05-2021,,,,,1388325,,,,996,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,22-05-2021,190842497,149219616,41622881,,1328280,13.7,10.71,2.99,953,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,23-05-2021,191719240,150033188,41686052,876743,1352605,13.76,10.77,2.99,971,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,24-05-2021,194165711,152301505,41864206,2446471,1478358,13.93,10.93,3,1061,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,25-05-2021,195506779,153511379,41995400,1341068,1473597,14.03,11.02,3.01,1058,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,26-05-2021,198425615,156189641,42235974,2918836,1716431,14.24,11.21,3.03,1232,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,27-05-2021,201203166,158783606,42419560,2777551,1902326,14.44,11.4,3.04,1365,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,28-05-2021,203166802,160605562,42561240,1963636,1971730,14.58,11.53,3.05,1415,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,29-05-2021,207088953,164158704,42930249,3922151,2320922,14.86,11.78,3.08,1666,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,30-05-2021,208665123,165598013,43067110,1576170,2420840,14.98,11.88,3.09,1737,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,31-05-2021,210449895,167191085,43258810,1784772,2326312,15.1,12,3.1,1670,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,01-06-2021,213135738,169585180,43550558,2685843,2518423,15.3,12.17,3.13,1807,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,02-06-2021,215678166,171866824,43811342,2542428,2464650,15.48,12.33,3.14,1769,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,03-06-2021,218344384,174296917,44047467,2666218,2448745,15.67,12.51,3.16,1757,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,04-06-2021,223607768,179172948,44434820,5263384,2920138,16.05,12.86,3.19,2096,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,05-06-2021,225571144,180972102,44599042,1963376,2640313,16.19,12.99,3.2,1895,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,06-06-2021,228041045,183275704,44765341,2469901,2767989,16.37,13.15,3.21,1986,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,07-06-2021,230490652,185501579,44989073,2449607,2862965,16.54,13.31,3.23,2055,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,08-06-2021,233680929,188363894,45317035,3190277,2935027,16.77,13.52,3.25,2106,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,09-06-2021,236856505,191222380,45634125,3175576,3025477,17,13.72,3.27,2171,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,10-06-2021,240281903,194325996,45955907,3425398,3133931,17.24,13.95,3.3,2249,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,11-06-2021,243703242,197415653,46287589,3421339,2870782,17.49,14.17,3.32,2060,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,12-06-2021,246188067,199655293,46532774,2484825,2945275,17.67,14.33,3.34,2114,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,13-06-2021,249430416,202572835,46857581,3242349,3055624,17.9,14.54,3.36,2193,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
India,IND,14-06-2021,252760364,205571046,47189318,3329948,3181387,18.14,14.75,3.39,2283,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
